Altium Designer Pick and Place Locations
D:\Synology Drive\IRNAS-Projects\nRF-TestDevice\Electronics\nRF_Test_Device\04_OUTPUT_FILES\nRF-TestDevice_V1.0_PICK & PLACE\nRF-TestDevice_V1.0_PICK & PLACE.csv

========================================================================================================================
File Design Information:

Date:       04/01/21
Time:       09:14
Revision:   Not in VersionControl
Variant:    BASIC
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Layer","Rotation","Comment"
"R26","RES0402","72.6001","79.9799","72.6001","79.9799","72.1001","79.9799","TopLayer","360","100k"
"R25","RES0402","74.2001","79.4799","74.2001","79.4799","74.2001","79.9799","TopLayer","270","100R"
"R24","RES0402","72.2001","84.5599","72.2001","84.5599","71.7001","84.5599","TopLayer","360","100k"
"R23","RES0402","73.8001","84.1599","73.8001","84.1599","73.8001","84.6599","TopLayer","270","100R"
"R22","RES0402","3.7649","68.9799","3.7649","68.9799","3.7649","68.4799","TopLayer","90","0R"
"R21","RES0402","2.5001","68.9799","2.5001","68.9799","2.5001","68.4799","TopLayer","90","0R"
"R4","RES0402","82.6001","63.5799","82.6001","63.5799","82.1001","63.5799","TopLayer","360","10k"
"R3","RES0402","82.6001","60.9799","82.6001","60.9799","82.1001","60.9799","TopLayer","360","10k"
"R2","RES0402","82.7001","58.4799","82.7001","58.4799","82.2001","58.4799","TopLayer","360","10k"
"R1","RES0402","82.7001","55.9799","82.7001","55.9799","82.2001","55.9799","TopLayer","360","10k"
"P20","HDR1X13","41.9001","34.0959","41.9001","18.8559","41.9001","18.8559","TopLayer","90","Header 13"
"P17","HDR1X2","9.9700","86.2600","9.9700","84.9900","9.9700","84.9900","TopLayer","90","Header 2"
"P16","HDR1X2","39.4200","90.8400","39.4200","89.5700","39.4200","89.5700","TopLayer","90","Header 2"
"P15","HDR1X2","48.7002","86.2600","48.7002","84.9900","48.7002","84.9900","TopLayer","90","Header 2"
"P14","HDR1X2","69.6800","86.2600","69.6800","84.9900","69.6800","84.9900","TopLayer","90","Header 2"
"P13","HDR2X10","10.6301","106.3499","11.9001","94.9199","11.9001","94.9199","TopLayer","90","Header 10X2"
"P12","HDR2X10","32.6301","106.3499","33.9001","94.9199","33.9001","94.9199","TopLayer","90","Header 10X2"
"P11","HDR2X10","54.6301","106.3499","55.9001","94.9199","55.9001","94.9199","TopLayer","90","Header 10X2"
"P10","HDR1X10","31.7401","30.2859","31.7401","41.7159","31.7401","41.7159","TopLayer","270","Header 10"
"P9","HDR2X10","76.6301","106.3499","77.9001","94.9199","77.9001","94.9199","TopLayer","90","Header 10X2"
"P8","HDR1X2","20.6301","7.1799","21.9001","7.1799","21.9001","7.1799","TopLayer","180","Header 2"
"P7","HDR1X10H","58.0701","58.4799","69.5001","58.4799","69.5001","58.4799","TopLayer","180","Header 10H"
"P6","HDR1X8","31.7401","77.5299","31.7401","86.4199","31.7401","86.4199","TopLayer","270","Header 8"
"P5","HDR1X4H","20.6301","58.4799","24.4401","58.4799","24.4401","58.4799","TopLayer","180","Header 4H"
"P4","HDR_2x5-SMD-1.27mm-K","3.9001","73.7799","3.9001","73.7799","5.8501","71.2399","TopLayer","90","Pin Header 2x5, 1.27mm"
"P3","HDR1X8","31.7401","54.6699","31.7401","63.5599","31.7401","63.5599","TopLayer","270","Header 8"
"P2","HDR1X6","80.0001","57.2099","80.0001","50.8599","80.0001","50.8599","TopLayer","90","Header 6"
"P1","HDR1X8","80.0001","36.8899","80.0001","27.9999","80.0001","27.9999","TopLayer","90","Header 8"
"L3","IND0603","45.9601","24.2099","45.9601","24.2099","45.2101","24.2099","TopLayer","0","BLM18KG101TN1D"
"L2","IND0603","53.9101","17.9699","53.9101","17.9699","53.9101","17.2199","TopLayer","90","BLM18KG101TN1D"
"L1","IND0603","41.1301","8.4299","41.1301","8.4299","41.1301","7.6799","TopLayer","90","BLM18KG101TN1D"
"D13","LED0603","56.8601","64.0899","56.8601","64.0899","56.8601","63.2899","TopLayer","90","LED GREEN"
"D12","LED0603","58.6001","64.0899","58.6001","64.0899","58.6001","63.2899","TopLayer","90","LED RED"
"D11","LED0603","60.3501","64.0799","60.3501","64.0799","60.3501","63.2799","TopLayer","90","LED GREEN"
"D10","LED0603","62.1001","64.0799","62.1001","64.0799","62.1001","63.2799","TopLayer","90","LED RED"
"D9","LED0603","63.8401","64.0599","63.8401","64.0599","63.8401","63.2599","TopLayer","90","LED GREEN"
"D8","LED0603","65.5801","64.0599","65.5801","64.0599","65.5801","63.2599","TopLayer","90","LED RED"
"D7","LED0603","67.3201","64.0499","67.3201","64.0499","67.3201","63.2499","TopLayer","90","LED GREEN"
"D6","LED0603","69.0501","64.0399","69.0501","64.0399","69.0501","63.2399","TopLayer","90","LED RED"
"D5","SOT23-6","43.6501","8.8799","43.6501","8.8799","42.7001","7.5299","TopLayer","360","USBLC6-2SC6"
"D4","LED_-_2mm_x_2.5mm","3.1900","119.5000","3.1900","119.5000","4.0150","118.1500","TopLayer","270","KPB-3025ESGC-F01"
"D3","LED_-_2mm_x_2.5mm","25.3000","119.5000","25.3000","119.5000","26.1250","118.1500","TopLayer","270","KPB-3025ESGC-F01"
"D2","LED_-_2mm_x_2.5mm","47.4000","119.5000","47.4000","119.5000","48.2250","118.1500","TopLayer","270","KPB-3025ESGC-F01"
"D1","LED_-_2mm_x_2.5mm","68.9900","119.5000","68.9900","119.5000","69.8150","118.1500","TopLayer","270","KPB-3025ESGC-F01"
"CON19","microUSB-CHINA","42.8001","3.3049","42.8001","3.3049","41.5001","4.7299","TopLayer","360","microUSB"
"C119","CAP0603","49.0501","6.2299","49.0501","6.2299","48.3001","6.2299","TopLayer","360","330pF"
"C118","CAP0805","39.2001","8.8799","39.2001","8.8799","39.2001","7.9299","TopLayer","90","10uF /16V"
"C48","CAP0402","50.8401","26.2899","50.8401","26.2899","50.3601","26.2899","TopLayer","360","12pF/50V/0402"
"C47","CAP0402","49.5001","28.6399","49.5001","28.6399","49.5001","28.1599","TopLayer","90","12pF/50V/0402"
"C46","CAP0402","53.8401","26.3699","53.8401","26.3699","53.5007","26.7094","TopLayer","315","56pF/50V/0402"
"C45","CAP0402","58.4701","37.6999","58.4701","37.6999","57.9901","37.6999","TopLayer","360","100nF"
"C44","CAP0603","58.1801","39.1099","58.1801","39.1099","57.4301","39.1099","TopLayer","0","4u7/16V"
"C43","CAP0402","57.5101","35.9599","57.5101","35.9599","57.0301","35.9599","TopLayer","0","100nF"
"C42","CAP0402","38.9001","14.6799","38.9001","14.6799","38.4201","14.6799","TopLayer","360","100nF"
"C41","CAP0402","38.9001","15.8799","38.9001","15.8799","38.4201","15.8799","TopLayer","360","100nF"
"C40","CAP0402","38.9001","17.0799","38.9001","17.0799","38.4201","17.0799","TopLayer","360","100nF"
"C39","CAP0402","38.9001","18.2799","38.9001","18.2799","38.4201","18.2799","TopLayer","360","100nF"
"C38","CAP0402","38.9001","19.4799","38.9001","19.4799","38.4201","19.4799","TopLayer","360","100nF"
"C37","CAP0402","38.9001","20.6799","38.9001","20.6799","38.4201","20.6799","TopLayer","360","1uF"
"C36","CAP0402","35.2001","12.8999","35.2001","12.8999","35.2001","13.3799","TopLayer","270","1uF"
"C35","CAP0402","52.6801","30.8899","52.6801","30.8899","52.2001","30.8899","TopLayer","0","100nF"
"C34","CAP0402","52.6801","32.0399","52.6801","32.0399","52.2001","32.0399","TopLayer","0","100nF"
"C33","CAP0402","55.9201","35.4999","55.9201","35.4999","55.9201","35.9799","TopLayer","270","100nF"
"C32","CAP0402","54.7601","35.4999","54.7601","35.4999","54.7601","35.9799","TopLayer","270","100nF"
"C31","CAP0402","53.5901","35.4999","53.5901","35.4999","53.5901","35.9799","TopLayer","270","100nF"
"C30","CAP0402","49.6901","24.6999","49.6901","24.6999","49.6901","25.1799","TopLayer","270","100nF"
"C29","CAP0603","48.3101","24.9699","48.3101","24.9699","48.3101","25.7199","TopLayer","270","4u7/16V"
"C28","CAP0402","54.3801","21.6299","54.3801","21.6299","54.8601","21.6299","TopLayer","180","100nF"
"C27","CAP0603","54.6601","20.2599","54.6601","20.2599","55.4101","20.2599","TopLayer","180","4u7/16V"
"C26","CAP0402","40.6501","6.3799","40.6501","6.3799","40.1701","6.3799","TopLayer","0","100nF"
"C25","CAP0402","43.6501","12.5099","43.6501","12.5099","43.6501","12.9899","TopLayer","270","100nF"
"C24","CAP0402","4.9801","86.2099","4.9801","86.2099","5.4601","86.2099","TopLayer","180","100nF"
"C23","CAP0402","4.9801","87.3599","4.9801","87.3599","5.4601","87.3599","TopLayer","180","1uF"
"C22","CAP0402","24.8501","86.0299","24.8501","86.0299","25.3301","86.0299","TopLayer","180","100nF"
"C21","CAP0402","24.8501","87.1799","24.8501","87.1799","25.3301","87.1799","TopLayer","180","1uF"
"C20","CAP0402","43.6801","87.6299","43.6801","87.6299","44.1601","87.6299","TopLayer","180","100nF"
"C19","CAP0402","43.6801","88.7899","43.6801","88.7899","44.1601","88.7899","TopLayer","180","1uF"
"C18","CAP0402","65.0701","85.7399","65.0701","85.7399","65.5501","85.7399","TopLayer","180","100nF"
"C17","CAP0402","65.0743","86.8952","65.0743","86.8952","65.5543","86.8952","TopLayer","180","1uF"
"C16","CAP0402","16.6001","80.9299","16.6001","80.9299","16.6001","81.4099","TopLayer","270","1uF"
"C15","CAP0402","12.1001","81.9299","12.1001","81.9299","12.1001","81.4499","TopLayer","90","100nF"
"C14","CAP0402","16.5001","85.5299","16.5001","85.5299","16.5001","86.0099","TopLayer","270","1uF"
"C13","CAP0402","11.9001","86.4299","11.9001","86.4299","11.9001","85.9499","TopLayer","90","100nF"
"C12","CAP0402","39.3001","80.6799","39.3001","80.6799","39.3001","81.1599","TopLayer","270","1uF"
"C11","CAP0402","34.6001","81.6799","34.6001","81.6799","34.6001","81.1999","TopLayer","90","100nF"
"C10","CAP0402","39.3001","85.4649","39.3001","85.4649","39.3001","85.9449","TopLayer","270","1uF"
"C9","CAP0402","34.6001","86.4649","34.6001","86.4649","34.6001","85.9849","TopLayer","90","100nF"
"C8","CAP0402","55.3022","80.8939","55.3022","80.8939","55.3022","81.3739","TopLayer","270","1uF"
"C7","CAP0402","50.6001","81.8949","50.6001","81.8949","50.6001","81.4149","TopLayer","90","100nF"
"C6","CAP0402","55.3255","85.6359","55.3255","85.6359","55.3255","86.1159","TopLayer","270","1uF"
"C5","CAP0402","50.6001","86.6149","50.6001","86.6149","50.6001","86.1349","TopLayer","90","100nF"
"C4","CAP0402","76.4001","81.2799","76.4001","81.2799","76.4001","81.7599","TopLayer","270","1uF"
"C3","CAP0402","71.7001","82.1799","71.7001","82.1799","71.7001","81.6999","TopLayer","90","100nF"
"C2","CAP0402","76.4001","85.7599","76.4001","85.7599","76.4001","86.2399","TopLayer","270","1uF"
"C1","CAP0402","71.7001","86.8599","71.7001","86.8599","71.7001","86.3799","TopLayer","90","100nF"
